,date,High,Low,Open,Close,Volume,Adj Close,symbol,quoteType,shortName,longName,Company Address,Company Phonenumber,CEO Name,CEO phone number,CEO email
15,2020-11-12,120.5299988,118.5699997,119.6200027,119.2099991,103162300,118.479599,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
16,2020-11-13,119.6699982,117.8700027,119.4400024,119.2600021,81581900,118.5292892,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
17,2020-11-16,120.9899979,118.1500015,118.9199982,120.3000031,91183000,119.5629196,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
18,2020-11-17,120.6699982,118.9599991,119.5500031,119.3899994,74271000,118.658493,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
19,2020-11-18,119.8199997,118,118.6100006,118.0299988,76322100,117.3068314,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
20,2020-11-19,119.0599976,116.8099976,117.5899963,118.6399994,74113000,117.9130936,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
21,2020-11-20,118.7699966,117.2900009,118.6399994,117.3399963,73604300,116.6210556,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
22,2020-11-23,117.6200027,113.75,117.1800003,113.8499985,127959300,113.1524429,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
23,2020-11-24,115.8499985,112.5899963,113.9100037,115.1699982,113874200,114.4643555,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
24,2020-11-25,116.75,115.1699982,115.5500031,116.0299988,76499200,115.3190842,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
25,2020-11-27,117.4899979,116.2200012,116.5699997,116.5899963,46691300,115.8756485,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
26,2020-11-30,120.9700012,116.8099976,116.9700012,119.0500031,169410200,118.3205795,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
27,2020-12-01,123.4700012,120.0100021,121.0100021,122.7200012,127728200,121.9680939,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
28,2020-12-02,123.3700027,120.8899994,122.0199966,123.0800018,89004200,122.3258896,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
29,2020-12-03,123.7799988,122.2099991,123.5199966,122.9400024,78967600,122.1867447,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
30,2020-12-04,122.8600006,121.5199966,122.5999985,122.25,78260400,121.5009842,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
31,2020-12-07,124.5699997,122.25,122.3099976,123.75,86712000,122.9917831,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
32,2020-12-08,124.9800034,123.0899963,124.3700027,124.3799973,82225500,123.6179276,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
33,2020-12-09,125.9499969,121,124.5299988,121.7799988,115089200,121.0338516,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
34,2020-12-10,123.8700027,120.1500015,120.5,123.2399979,81312200,122.4849014,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
35,2020-12-11,122.7600021,120.5500031,122.4300003,122.4100037,86939800,121.659996,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
36,2020-12-14,123.3499985,121.5400009,122.5999985,121.7799988,79184500,121.0338516,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
37,2020-12-15,127.9000015,124.1299973,124.3399963,127.8799973,157243700,127.0964661,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
38,2020-12-16,128.3699951,126.5599976,127.4100037,127.8099976,98208600,127.0269012,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
39,2020-12-17,129.5800018,128.0399933,128.8999939,128.6999969,94359800,127.9114456,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
40,2020-12-18,129.1000061,126.1200027,128.9600067,126.6600037,192541500,125.8839569,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
41,2020-12-21,128.3099976,123.4499969,125.0199966,128.2299957,121251600,127.4443283,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
42,2020-12-22,134.4100037,129.6499939,131.6100006,131.8800049,168904800,131.0719604,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
43,2020-12-23,132.4299927,130.7799988,132.1600037,130.9600067,88223700,130.157608,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
44,2020-12-24,133.4600067,131.1000061,131.3200073,131.9700012,54930100,131.1614075,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
45,2020-12-28,137.3399963,133.5099945,133.9900055,136.6900024,124486200,135.8524933,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
46,2020-12-29,138.7899933,134.3399963,138.0500031,134.8699951,121047300,134.0436401,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
47,2020-12-30,135.9900055,133.3999939,135.5800018,133.7200012,96452100,132.9006805,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
48,2020-12-31,134.7400055,131.7200012,134.0800018,132.6900024,99116600,131.8769989,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
49,2021-01-04,133.6100006,126.7600021,133.5200043,129.4100037,143301900,128.6171112,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
50,2021-01-05,131.7400055,128.4299927,128.8899994,131.0099945,97664900,130.2072906,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
51,2021-01-06,131.0500031,126.3799973,127.7200012,126.5999985,155088000,125.8243256,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
52,2021-01-07,131.6300049,127.8600006,128.3600006,130.9199982,109578200,130.1178589,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
53,2021-01-08,132.6300049,130.2299957,132.4299927,132.0500031,105158200,131.240921,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
54,2021-01-11,130.1699982,128.5,129.1900024,128.9799957,100384500,128.189743,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
55,2021-01-12,129.6900024,126.8600006,128.5,128.8000031,91951100,128.0108337,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
56,2021-01-13,131.4499969,128.4900055,128.7599945,130.8899994,88636800,130.088028,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
57,2021-01-14,131,128.7599945,130.8000031,128.9100037,90221800,128.1201935,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
58,2021-01-15,130.2200012,127,128.7799988,127.1399994,111598500,126.3610077,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
59,2021-01-19,128.7100067,126.9400024,127.7799988,127.8300018,90757300,127.0467834,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
60,2021-01-20,132.4900055,128.5500031,128.6600037,132.0299988,104319500,131.2210541,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
61,2021-01-21,139.6699982,133.5899963,133.8000031,136.8699951,120150900,136.0313873,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
62,2021-01-22,139.8500061,135.0200043,136.2799988,139.0700073,114459400,138.217926,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
63,2021-01-25,145.0899963,136.5399933,143.0700073,142.9199982,157611700,142.0443268,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
64,2021-01-26,144.3000031,141.3699951,143.6000061,143.1600037,98390600,142.2828674,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
65,2021-01-27,144.3000031,140.4100037,143.4299927,142.0599976,140843800,141.1896057,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
66,2021-01-28,141.9900055,136.6999969,139.5200043,137.0899963,142621100,136.2500458,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
67,2021-01-29,136.7400055,130.2100067,135.8300018,131.9600067,177523800,131.151474,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
68,2021-02-01,135.3800049,130.9299927,133.75,134.1399994,106239800,133.3181,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
69,2021-02-02,136.3099976,134.6100006,135.7299957,134.9900055,83305400,134.1629181,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
70,2021-02-03,135.7700043,133.6100006,135.7599945,133.9400024,89880900,133.1193695,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
71,2021-02-04,137.3999939,134.5899963,136.3000031,137.3899994,84183100,136.5482178,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
72,2021-02-05,137.4199982,135.8600006,137.3500061,136.7599945,75693800,136.1251678,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
73,2021-02-08,136.9600067,134.9199982,136.0299988,136.9100037,71297200,136.2744904,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
74,2021-02-09,137.8800049,135.8500061,136.6199951,136.0099945,76774200,135.3786469,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
75,2021-02-10,136.9900055,134.3999939,136.4799957,135.3899994,73046600,134.7615204,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
76,2021-02-11,136.3899994,133.7700043,135.8999939,135.1300049,64280000,134.5027466,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
77,2021-02-12,135.5299988,133.6900024,134.3500061,135.3699951,60145100,134.7416077,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
78,2021-02-16,136.0099945,132.7899933,135.4900055,133.1900024,80576300,132.5717621,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
79,2021-02-17,132.2200012,129.4700012,131.25,130.8399963,97918500,130.232666,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
80,2021-02-18,130,127.4100037,129.1999969,129.7100067,96856700,129.1078949,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
81,2021-02-19,130.7100067,128.8000031,130.2400055,129.8699951,87668800,129.2671661,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
82,2021-02-22,129.7200012,125.5999985,128.0099945,126,103916400,125.4151306,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
83,2021-02-23,126.7099991,118.3899994,123.7600021,125.8600006,158273000,125.2757721,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
84,2021-02-24,125.5599976,122.2300034,124.9400024,125.3499985,111039900,124.7681427,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
85,2021-02-25,126.4599991,120.5400009,124.6800003,120.9899979,148199500,120.4283829,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
86,2021-02-26,124.8499985,121.1999969,122.5899963,121.2600021,164560400,120.6971283,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
87,2021-03-01,127.9300003,122.7900009,123.75,127.7900009,116307900,127.1968231,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
88,2021-03-02,128.7200012,125.0100021,128.4100037,125.1200027,102260900,124.5392075,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
89,2021-03-03,125.7099991,121.8399963,124.8099976,122.0599976,112966300,121.4934082,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
90,2021-03-04,123.5999985,118.6200027,121.75,120.1299973,178155000,119.5723648,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
91,2021-03-05,121.9400024,117.5699997,120.9800034,121.4199982,153766600,120.8563843,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
92,2021-03-08,121,116.2099991,120.9300003,116.3600006,154376600,115.81987,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
93,2021-03-09,122.0599976,118.7900009,119.0299988,121.0899963,129525800,120.527916,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
94,2021-03-10,122.1699982,119.4499969,121.6900024,119.9800034,111943300,119.4230804,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
95,2021-03-11,123.2099991,121.2600021,122.5400009,121.9599991,103026500,121.3938751,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
96,2021-03-12,121.1699982,119.1600037,120.4000015,121.0299988,88105100,120.4681931,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
97,2021-03-15,124,120.4199982,121.4100037,123.9899979,92403800,123.4144592,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
98,2021-03-16,127.2200012,124.7200012,125.6999969,125.5699997,115227900,124.9871216,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
99,2021-03-17,125.8600006,122.3399963,124.0500031,124.7600021,111932600,124.1808853,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
100,2021-03-18,123.1800003,120.3199997,122.8799973,120.5299988,121229700,119.9705124,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
101,2021-03-19,121.4300003,119.6800003,119.9000015,119.9899979,185549500,119.4330215,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
102,2021-03-22,123.8700027,120.2600021,120.3300018,123.3899994,111912300,122.8172455,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
103,2021-03-23,124.2399979,122.1399994,123.3300018,122.5400009,95467100,121.9711914,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
104,2021-03-24,122.9000015,120.0699997,122.8199997,120.0899963,88530500,119.5325546,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
105,2021-03-25,121.6600037,119,119.5400009,120.5899963,98844700,120.0302353,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
106,2021-03-26,121.4800034,118.9199982,120.3499985,121.2099991,94071200,120.6473618,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
107,2021-03-29,122.5800018,120.7300034,121.6500015,121.3899994,80819200,120.8265228,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
108,2021-03-30,120.4000015,118.8600006,120.1100006,119.9000015,85671900,119.3434372,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
109,2021-03-31,123.5199966,121.1500015,121.6500015,122.1500015,118323800,121.5830002,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
110,2021-04-01,124.1800003,122.4899979,123.6600037,123,75089100,122.4290466,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
111,2021-04-05,126.1600037,123.0699997,123.8700027,125.9000015,88651200,125.3155975,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
112,2021-04-06,127.1299973,125.6500015,126.5,126.2099991,80171300,125.6241531,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
113,2021-04-07,127.9199982,125.1399994,125.8300018,127.9000015,83466700,127.3063049,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
114,2021-04-08,130.3899994,128.5200043,128.9499969,130.3600006,88844600,129.7548828,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
115,2021-04-09,133.0399933,129.4700012,129.8000031,133,106686700,132.3826294,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
116,2021-04-12,132.8500061,130.6300049,132.5200043,131.2400055,91420000,130.6308136,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
117,2021-04-13,134.6600037,131.9299927,132.4400024,134.4299927,91266500,133.8059845,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
118,2021-04-14,135,131.6600037,134.9400024,132.0299988,87222800,131.4171295,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
119,2021-04-15,135,133.6399994,133.8200073,134.5,89347100,133.8756714,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
120,2021-04-16,134.6699982,133.2799988,134.3000031,134.1600037,84922400,133.537262,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
121,2021-04-19,135.4700012,133.3399963,133.5099945,134.8399963,94264200,134.2140808,AAPL,EQUITY,Apple Inc.,Apple Inc.,"1 Infinite Loop, Cupertino, California",94554459,Tim Cook,5534545555,timcook@apple.com
